,start time,lock time,close time,epoch,Locked price,Close price,Change,Total BNB,Up BNB,Down BNB,Win/Lose,Summary,Moving Average,Oscillator
203,1653663413,1653663713,1653664013,3574,301.5,302.2,0.7,15.3119,7.7103,7.7628,1,SELL,STRONG SELL,NEUTRAL
204,1653663718,1653664018,1653664318,3575,302.2,302.6,0.4,16.3417,8.7569,7.7569,1,SELL,STRONG SELL,NEUTRAL
205,1653664024,1653664324,1653664624,3576,302.6,303.7,1.1,15.4349,7.5624,8.0349,1,SELL,SELL,NEUTRAL
206,1653664330,1653664630,1653664930,3577,303.7,303.1,-0.6,15.2789,7.7199,7.7199,0,NEUTRAL,SELL,NEUTRAL
207,1653664636,1653664936,1653665236,3578,303.1,302.8,-0.3,15.4631,7.7879,7.8379,0,SELL,SELL,NEUTRAL
208,1653664942,1653665242,1653665542,3579,302.8,304.0,1.2,15.9478,7.8078,8.3078,1,SELL,STRONG SELL,SELL
209,1653665248,1653665548,1653665848,3580,304.0,303.1,-0.9,15.3425,7.752,7.752,0,BUY,BUY,NEUTRAL
210,1653665553,1653665853,1653666153,3581,303.1,303.8,0.7,15.1232,7.6537,7.6287,1,SELL,SELL,NEUTRAL
211,1653665860,1653666160,1653666460,3582,303.8,303.5,-0.3,15.5189,7.8601,7.8221,0,BUY,BUY,BUY
212,1653666166,1653666466,1653666766,3583,303.5,303.7,0.2,15.243,7.7018,7.7018,1,NEUTRAL,BUY,NEUTRAL
213,1653666472,1653666772,1653667072,3584,303.7,301.4,-2.3,15.1699,7.6648,7.6648,0,BUY,BUY,NEUTRAL
214,1653666778,1653667078,1653667378,3585,301.4,302.8,1.4,15.1283,7.6753,7.6122,1,SELL,STRONG SELL,SELL
215,1653667084,1653667384,1653667684,3586,302.8,300.9,-1.9,15.4464,7.7955,7.8135,0,BUY,BUY,BUY
216,1653667391,1653667691,1653667991,3587,300.9,303.1,2.2,15.7306,7.8527,8.0434,1,STRONG SELL,STRONG SELL,SELL
217,1653667697,1653667997,1653668297,3588,303.1,302.9,-0.2,15.5249,7.7993,7.8891,0,BUY,BUY,BUY
218,1653668003,1653668303,1653668603,3589,302.9,301.4,-1.5,16.1828,8.5935,7.7596,0,SELL,SELL,NEUTRAL
219,1653668309,1653668609,1653668909,3590,301.4,301.9,0.5,16.0592,8.4276,7.8006,1,SELL,STRONG SELL,NEUTRAL
220,1653668614,1653668914,1653669214,3591,301.9,301.9,0.0,0.0,7.7575,8.193,0,SELL,STRONG SELL,SELL
221,1653668921,1653669221,1653669521,3592,301.9,301.7,-0.2,16.5316,7.9798,8.7259,0,SELL,STRONG SELL,SELL
222,1653669226,1653669526,1653669826,3593,301.7,302.6,0.9,15.1293,7.7068,7.5818,1,STRONG SELL,STRONG SELL,SELL
223,1653669531,1653669831,1653670131,3594,302.6,303.3,0.7,16.7771,9.1301,7.8236,1,SELL,SELL,BUY
224,1653669839,1653670139,1653670439,3595,303.3,301.2,-2.1,15.1772,7.6072,7.7297,0,STRONG BUY,STRONG BUY,BUY
225,1653670145,1653670445,1653670745,3596,301.2,302.1,0.9,15.4511,7.8069,7.8069,1,SELL,STRONG SELL,NEUTRAL
226,1653670451,1653670751,1653671051,3597,302.1,301.3,-0.8,15.2759,7.7995,7.6373,0,SELL,STRONG SELL,BUY
227,1653670757,1653671057,1653671357,3598,301.3,302.0,0.7,16.0369,8.3028,7.9029,1,SELL,STRONG SELL,SELL
228,1653671063,1653671363,1653671663,3599,302.0,301.9,-0.1,15.3514,7.7645,7.7485,0,SELL,STRONG SELL,BUY
229,1653671369,1653671669,1653671969,3600,301.9,298.2,-3.7,15.1161,7.5479,7.7273,0,SELL,STRONG SELL,NEUTRAL
230,1653671674,1653671974,1653672274,3601,298.2,298.2,0.0,0.0,8.9173,7.8878,0,STRONG SELL,STRONG SELL,SELL
231,1653671982,1653672282,1653672582,3602,298.2,299.8,1.6,15.1118,7.6554,7.6154,1,STRONG SELL,STRONG SELL,NEUTRAL
232,1653672288,1653672588,1653672888,3603,299.8,298.1,-1.7,15.5992,7.9559,7.8076,0,SELL,STRONG SELL,NEUTRAL
233,1653672594,1653672894,1653673194,3604,298.1,299.0,0.9,15.8422,7.6179,8.3911,1,STRONG SELL,STRONG SELL,SELL
234,1653672900,1653673200,1653673500,3605,299.0,298.4,-0.6,15.1812,7.6908,7.6502,0,SELL,STRONG SELL,NEUTRAL
235,1653673206,1653673506,1653673806,3606,298.4,298.5,0.1,14.9138,7.5354,7.5354,1,SELL,STRONG SELL,NEUTRAL
236,1653673512,1653673812,1653674112,3607,298.5,297.9,-0.6,15.142,7.6457,7.6557,0,SELL,STRONG SELL,NEUTRAL
237,1653673818,1653674118,1653674418,3608,297.9,297.5,-0.4,15.9529,7.5776,8.5432,0,SELL,STRONG SELL,SELL
238,1653674124,1653674424,1653674724,3609,297.5,299.1,1.6,15.4781,7.8205,7.8205,1,SELL,STRONG SELL,BUY
239,1653674430,1653674730,1653675030,3610,299.1,299.4,0.3,15.1383,7.6488,7.6488,1,SELL,STRONG SELL,NEUTRAL
240,1653674736,1653675036,1653675336,3611,299.4,298.5,-0.9,15.8957,8.4299,7.6331,0,SELL,STRONG SELL,NEUTRAL
241,1653675042,1653675342,1653675642,3612,298.5,298.5,0.0,0.0,8.1573,7.6743,0,STRONG SELL,STRONG SELL,NEUTRAL
242,1653675348,1653675648,1653675948,3613,298.5,297.8,-0.7,15.7698,8.1076,7.8282,0,SELL,STRONG SELL,BUY
243,1653675654,1653675954,1653676254,3614,297.8,298.1,0.3,17.6338,7.8191,10.0003,1,SELL,STRONG SELL,NEUTRAL
244,1653675960,1653676260,1653676560,3615,298.1,299.3,1.2,15.2935,7.8272,7.6272,1,SELL,STRONG SELL,NEUTRAL
245,1653676266,1653676566,1653676866,3616,299.3,298.3,-1.0,16.0512,8.3733,7.8468,0,SELL,STRONG SELL,NEUTRAL
246,1653676572,1653676872,1653677172,3617,298.3,296.1,-2.2,15.8425,8.2093,7.8,0,SELL,STRONG SELL,NEUTRAL
247,1653676878,1653677178,1653677478,3618,296.1,296.7,0.6,16.4893,8.7156,7.9473,1,STRONG SELL,STRONG SELL,SELL
248,1653677184,1653677484,1653677784,3619,296.7,297.7,1.0,15.5074,7.8643,7.8064,1,STRONG SELL,STRONG SELL,NEUTRAL
249,1653677490,1653677790,1653678090,3620,297.7,298.4,0.7,15.7018,7.787,8.0801,1,SELL,STRONG SELL,NEUTRAL
250,1653677798,1653678098,1653678398,3621,298.4,297.7,-0.7,15.6829,7.9087,7.9393,0,SELL,STRONG SELL,BUY
251,1653678103,1653678403,1653678703,3622,297.7,296.5,-1.2,15.8669,7.6763,8.3577,0,SELL,STRONG SELL,BUY
252,1653678408,1653678708,1653679008,3623,296.5,296.6,0.1,15.0512,7.6415,7.5682,1,SELL,STRONG SELL,NEUTRAL
253,1653678714,1653679014,1653679314,3624,296.6,296.4,-0.2,16.4654,8.7841,7.8547,0,SELL,STRONG SELL,BUY
254,1653679020,1653679320,1653679620,3625,296.4,297.6,1.2,15.6296,7.6882,8.1059,1,STRONG SELL,STRONG SELL,NEUTRAL
255,1653679326,1653679626,1653679926,3626,297.6,298.2,0.6,15.4234,7.6729,7.9129,1,SELL,STRONG SELL,BUY
256,1653679632,1653679932,1653680232,3627,298.2,298.2,0.0,0.0,7.6951,7.7835,0,NEUTRAL,SELL,BUY
257,1653679938,1653680238,1653680538,3628,298.2,298.6,0.4,15.1426,7.651,7.651,1,SELL,SELL,NEUTRAL
258,1653680244,1653680544,1653680844,3629,298.6,298.5,-0.1,15.7293,7.7724,8.1225,0,NEUTRAL,NEUTRAL,NEUTRAL
259,1653680550,1653680850,1653681150,3630,298.5,301.2,2.7,15.383,7.7725,7.7725,1,NEUTRAL,SELL,NEUTRAL
260,1653680856,1653681156,1653681456,3631,301.2,301.3,0.1,15.525,7.7445,7.9439,1,STRONG BUY,STRONG BUY,BUY
261,1653681162,1653681462,1653681762,3632,301.3,301.0,-0.3,15.3319,7.7466,7.7466,0,BUY,STRONG BUY,SELL
262,1653681468,1653681768,1653682068,3633,301.0,303.0,2.0,15.0823,7.6106,7.6306,1,BUY,STRONG BUY,NEUTRAL
263,1653681774,1653682074,1653682374,3634,303.0,302.3,-0.7,15.2304,7.7725,7.6182,0,BUY,STRONG BUY,BUY
264,1653682080,1653682380,1653682680,3635,302.3,302.5,0.2,15.9127,7.7788,8.3015,1,BUY,STRONG BUY,SELL
265,1653682386,1653682686,1653682986,3636,302.5,303.4,0.9,15.4255,7.598,7.9899,1,BUY,STRONG BUY,NEUTRAL
266,1653682694,1653682994,1653683294,3637,303.4,303.2,-0.2,15.0798,7.6193,7.6193,0,STRONG BUY,STRONG BUY,BUY
267,1653683000,1653683300,1653683600,3638,303.2,303.3,0.1,16.1187,7.5568,8.7315,1,BUY,STRONG BUY,SELL
268,1653683306,1653683606,1653683906,3639,303.3,302.8,-0.5,15.0951,7.627,7.627,0,BUY,STRONG BUY,NEUTRAL
269,1653683612,1653683912,1653684212,3640,302.8,302.6,-0.2,15.3665,7.7641,7.7641,0,BUY,STRONG BUY,NEUTRAL
270,1653683918,1653684218,1653684518,3641,302.6,302.5,-0.1,15.3141,7.7436,7.7317,0,BUY,STRONG BUY,NEUTRAL
271,1653684224,1653684524,1653684824,3642,302.5,302.0,-0.5,15.4411,7.8018,7.8018,0,STRONG BUY,STRONG BUY,BUY
272,1653684530,1653684830,1653685130,3643,302.0,301.6,-0.4,15.6804,7.8308,8.0147,0,BUY,STRONG BUY,NEUTRAL
273,1653684836,1653685136,1653685436,3644,301.6,301.8,0.2,15.9573,7.5342,8.5911,1,NEUTRAL,BUY,SELL
274,1653685142,1653685442,1653685742,3645,301.8,301.9,0.1,15.1948,7.6824,7.6724,1,BUY,BUY,NEUTRAL
275,1653685448,1653685748,1653686048,3646,301.9,301.4,-0.5,15.7107,7.8839,7.9922,0,BUY,STRONG BUY,NEUTRAL
276,1653685754,1653686054,1653686354,3647,301.4,302.4,1.0,15.8427,7.7996,8.2098,1,SELL,SELL,SELL
277,1653686060,1653686360,1653686660,3648,302.4,302.4,0.0,0.0,7.6751,7.5897,0,STRONG BUY,STRONG BUY,NEUTRAL
278,1653686366,1653686666,1653686966,3649,302.4,302.5,0.1,15.6014,8.0097,7.756,1,STRONG BUY,STRONG BUY,NEUTRAL
279,1653686671,1653686971,1653687271,3650,302.5,302.4,-0.1,15.1377,7.6228,7.6743,0,BUY,STRONG BUY,NEUTRAL
280,1653686977,1653687277,1653687577,3651,302.4,303.1,0.7,15.4136,7.7879,7.7879,1,BUY,STRONG BUY,SELL
281,1653687283,1653687583,1653687883,3652,303.1,303.2,0.1,15.7764,8.2617,7.6808,1,STRONG BUY,STRONG BUY,NEUTRAL
282,1653687590,1653687890,1653688190,3653,303.2,302.7,-0.5,15.3482,7.8269,7.6829,0,BUY,STRONG BUY,NEUTRAL
283,1653687896,1653688196,1653688496,3654,302.7,302.9,0.2,15.0136,7.5681,7.6035,1,BUY,STRONG BUY,SELL
284,1653688199,1653688499,1653688799,3655,302.9,301.7,-1.2,15.3059,7.7485,7.7185,0,BUY,STRONG BUY,SELL
285,1653688505,1653688805,1653689105,3656,301.7,302.9,1.2,15.465,7.8049,7.8229,1,SELL,SELL,SELL
286,1653688811,1653689111,1653689411,3657,302.9,302.4,-0.5,15.0154,7.6348,7.5386,0,BUY,STRONG BUY,NEUTRAL
287,1653689117,1653689417,1653689717,3658,302.4,302.8,0.4,15.3078,7.8478,7.6211,1,BUY,STRONG BUY,NEUTRAL
288,1653689423,1653689723,1653690023,3659,302.8,303.1,0.3,15.725,8.2505,7.64,1,BUY,STRONG BUY,NEUTRAL
289,1653689726,1653690026,1653690326,3660,303.1,303.1,0.0,0.0,7.8646,7.7837,0,STRONG BUY,STRONG BUY,NEUTRAL
290,1653690035,1653690335,1653690635,3661,303.1,303.7,0.6,15.3694,7.8175,7.7136,1,BUY,STRONG BUY,SELL
291,1653690341,1653690641,1653690941,3662,303.7,303.4,-0.3,15.2655,7.8186,7.6075,0,BUY,STRONG BUY,NEUTRAL
292,1653690644,1653690944,1653691244,3663,303.4,303.3,-0.1,15.2228,7.779,7.604,0,BUY,STRONG BUY,NEUTRAL
293,1653690950,1653691250,1653691550,3664,303.3,303.4,0.1,15.3142,7.7321,7.7433,1,BUY,STRONG BUY,NEUTRAL
294,1653691256,1653691556,1653691856,3665,303.4,302.9,-0.5,15.3143,7.7241,7.7514,0,BUY,STRONG BUY,NEUTRAL
295,1653691562,1653691862,1653692162,3666,302.9,303.0,0.1,15.0353,7.5468,7.6468,1,NEUTRAL,BUY,SELL
296,1653691868,1653692168,1653692468,3667,303.0,304.0,1.0,15.6017,7.9343,7.8316,1,NEUTRAL,BUY,NEUTRAL
297,1653692174,1653692474,1653692774,3668,304.0,303.8,-0.2,15.1135,7.6856,7.5869,0,STRONG BUY,STRONG BUY,BUY
298,1653692480,1653692780,1653693080,3669,303.8,302.8,-1.0,15.0826,7.6457,7.5957,0,STRONG BUY,STRONG BUY,NEUTRAL
299,1653692786,1653693086,1653693386,3670,302.8,302.4,-0.4,15.7051,7.8911,7.9793,0,NEUTRAL,NEUTRAL,SELL
300,1653693092,1653693392,1653693692,3671,302.4,301.8,-0.6,15.366,7.7639,7.7639,0,NEUTRAL,SELL,NEUTRAL
301,1653693398,1653693698,1653693998,3672,301.8,300.6,-1.2,15.163,7.6613,7.6613,0,SELL,SELL,BUY
302,1653693704,1653694004,1653694304,3673,300.6,301.3,0.7,15.4476,7.8051,7.8051,1,SELL,STRONG SELL,NEUTRAL
303,1653694010,1653694310,1653694610,3674,301.3,301.2,-0.1,15.0456,7.602,7.602,0,SELL,STRONG SELL,NEUTRAL
304,1653694315,1653694615,1653694915,3675,301.2,300.6,-0.6,15.3302,7.7458,7.7458,0,SELL,STRONG SELL,SELL
305,1653694621,1653694921,1653695221,3676,300.6,301.2,0.6,15.3084,7.7416,7.728,1,STRONG SELL,STRONG SELL,SELL
306,1653694927,1653695227,1653695527,3677,301.2,300.9,-0.3,15.3525,7.7952,7.7189,0,SELL,STRONG SELL,NEUTRAL
307,1653695233,1653695533,1653695833,3678,300.9,300.7,-0.2,15.3474,7.7545,7.7545,0,STRONG SELL,STRONG SELL,NEUTRAL
308,1653695539,1653695839,1653696139,3679,300.7,301.2,0.5,15.4782,7.8454,7.7957,1,SELL,STRONG SELL,NEUTRAL
309,1653695845,1653696145,1653696445,3680,301.2,301.6,0.4,15.4973,7.8302,7.8302,1,SELL,STRONG SELL,NEUTRAL
310,1653696151,1653696451,1653696751,3681,301.6,302.1,0.5,15.4573,7.81,7.81,1,BUY,BUY,NEUTRAL
311,1653696460,1653696760,1653697060,3682,302.1,302.7,0.6,15.144,7.5748,7.7286,1,BUY,STRONG BUY,NEUTRAL
312,1653696766,1653697066,1653697366,3683,302.7,301.4,-1.3,15.1402,7.5448,7.7548,0,BUY,STRONG BUY,NEUTRAL
313,1653697072,1653697372,1653697672,3684,301.4,301.6,0.2,15.0491,7.6038,7.6038,1,SELL,STRONG SELL,NEUTRAL
314,1653697378,1653697678,1653697978,3685,301.6,302.3,0.7,15.0675,7.6681,7.5581,1,NEUTRAL,SELL,NEUTRAL
315,1653697684,1653697984,1653698284,3686,302.3,302.7,0.4,15.4004,7.7972,7.7654,1,STRONG BUY,STRONG BUY,BUY
316,1653697990,1653698290,1653698590,3687,302.7,303.9,1.2,15.097,7.578,7.678,1,STRONG BUY,STRONG BUY,BUY
317,1653698296,1653698596,1653698896,3688,303.9,303.8,-0.1,15.6129,7.7786,7.9986,0,STRONG BUY,STRONG BUY,BUY
318,1653698603,1653698903,1653699203,3689,303.8,304.4,0.6,15.4304,7.7964,7.7964,1,BUY,STRONG BUY,SELL
319,1653698909,1653699209,1653699509,3690,304.4,304.9,0.5,15.3641,7.7629,7.7629,1,BUY,STRONG BUY,SELL
320,1653699215,1653699515,1653699815,3691,304.9,304.6,-0.3,14.927,7.542,7.542,0,BUY,STRONG BUY,NEUTRAL
321,1653699521,1653699821,1653700121,3692,304.6,304.5,-0.1,14.9654,7.5865,7.5365,0,BUY,STRONG BUY,NEUTRAL
322,1653699827,1653700127,1653700427,3693,304.5,303.4,-1.1,14.9642,7.5609,7.5609,0,BUY,STRONG BUY,SELL
323,1653700133,1653700433,1653700733,3694,303.4,303.2,-0.2,15.7466,8.1005,7.8118,0,BUY,STRONG BUY,BUY
324,1653700442,1653700742,1653701042,3695,303.2,302.0,-1.2,15.0348,7.5965,7.5965,0,BUY,STRONG BUY,NEUTRAL
325,1653700748,1653701048,1653701348,3696,302.0,301.2,-0.8,15.9064,7.8869,8.1869,0,SELL,STRONG SELL,SELL
326,1653701054,1653701354,1653701654,3697,301.2,301.6,0.4,15.4568,7.9598,7.6598,1,SELL,STRONG SELL,SELL
327,1653701360,1653701660,1653701960,3698,301.6,301.8,0.2,15.0626,7.6191,7.6021,1,SELL,STRONG SELL,SELL
328,1653701666,1653701966,1653702266,3699,301.8,299.7,-2.1,15.5024,7.8328,7.8328,0,SELL,STRONG SELL,NEUTRAL
329,1653701972,1653702272,1653702572,3700,299.7,300.4,0.7,15.287,7.5529,7.895,1,STRONG SELL,STRONG SELL,SELL
330,1653702278,1653702578,1653702878,3701,300.4,299.4,-1.0,14.9195,7.5383,7.5383,0,SELL,STRONG SELL,NEUTRAL
331,1653702584,1653702884,1653703184,3702,299.4,299.0,-0.4,15.3035,7.7323,7.7323,0,STRONG SELL,STRONG SELL,SELL
332,1653702890,1653703190,1653703490,3703,299.0,300.2,1.2,15.2393,7.6999,7.6999,1,SELL,STRONG SELL,NEUTRAL
333,1653703196,1653703496,1653703796,3704,300.2,300.5,0.3,15.3155,7.6485,7.8282,1,SELL,STRONG SELL,BUY
334,1653703502,1653703802,1653704102,3705,300.5,300.4,-0.1,15.3853,7.5236,8.0236,0,SELL,STRONG SELL,NEUTRAL
335,1653703808,1653704108,1653704408,3706,300.4,301.2,0.8,15.5686,7.6227,8.1098,1,SELL,STRONG SELL,NEUTRAL
336,1653704114,1653704414,1653704714,3707,301.2,301.5,0.3,15.6043,8.0854,7.6831,1,SELL,STRONG SELL,NEUTRAL
337,1653704420,1653704720,1653705020,3708,301.5,301.1,-0.4,16.0391,7.9746,8.2333,0,SELL,SELL,NEUTRAL
338,1653704726,1653705026,1653705326,3709,301.1,298.9,-2.2,15.998,7.8582,8.3082,0,SELL,STRONG SELL,NEUTRAL
339,1653705032,1653705332,1653705632,3710,298.9,297.5,-1.4,15.4764,8.0299,7.6094,0,STRONG SELL,STRONG SELL,SELL
340,1653705338,1653705638,1653705938,3711,297.5,297.9,0.4,15.6204,7.7458,8.039,1,SELL,STRONG SELL,NEUTRAL
341,1653705644,1653705944,1653706244,3712,297.9,298.2,0.3,15.0971,7.628,7.628,1,SELL,STRONG SELL,BUY
342,1653705950,1653706250,1653706550,3713,298.2,298.5,0.3,15.9692,8.4774,7.6599,1,SELL,STRONG SELL,NEUTRAL
343,1653706257,1653706557,1653706857,3714,298.5,297.8,-0.7,15.3374,7.7134,7.7854,0,SELL,STRONG SELL,NEUTRAL
344,1653706563,1653706863,1653707163,3715,297.8,297.5,-0.3,15.1722,7.7363,7.5956,0,SELL,STRONG SELL,SELL
345,1653706870,1653707170,1653707470,3716,297.5,298.1,0.6,15.5564,7.9386,7.7816,1,STRONG SELL,STRONG SELL,SELL
346,1653707176,1653707476,1653707776,3717,298.1,299.2,1.1,15.1496,7.6546,7.6546,1,STRONG SELL,STRONG SELL,SELL
347,1653707482,1653707782,1653708082,3718,299.2,299.2,0.0,0.0,7.7013,7.7013,0,SELL,STRONG SELL,NEUTRAL
348,1653707788,1653708088,1653708388,3719,299.2,299.5,0.3,15.2585,7.5317,7.8874,1,SELL,SELL,NEUTRAL
349,1653708094,1653708394,1653708694,3720,299.5,299.0,-0.5,15.4293,7.7959,7.7959,0,NEUTRAL,SELL,NEUTRAL
350,1653708400,1653708700,1653709000,3721,299.0,299.5,0.5,15.6379,7.6587,8.1438,1,SELL,SELL,NEUTRAL
351,1653708708,1653709008,1653709308,3722,299.5,299.2,-0.3,15.8226,8.2446,7.7446,0,SELL,SELL,NEUTRAL
352,1653709013,1653709313,1653709613,3723,299.2,300.6,1.4,15.4383,7.6186,7.9822,1,SELL,STRONG SELL,NEUTRAL
353,1653709319,1653709619,1653709919,3724,300.6,300.4,-0.2,15.1863,7.6731,7.6731,0,NEUTRAL,BUY,NEUTRAL
354,1653709625,1653709925,1653710225,3725,300.4,300.7,0.3,15.2723,7.5593,7.8737,1,BUY,BUY,NEUTRAL
355,1653709931,1653710231,1653710531,3726,300.7,300.5,-0.2,15.4894,7.5537,8.0987,0,BUY,BUY,NEUTRAL
356,1653710237,1653710537,1653710837,3727,300.5,300.6,0.1,15.6941,8.0436,7.8157,1,NEUTRAL,BUY,NEUTRAL
357,1653710543,1653710843,1653711143,3728,300.6,300.2,-0.4,14.9563,7.5569,7.5569,0,NEUTRAL,NEUTRAL,NEUTRAL
358,1653710849,1653711149,1653711449,3729,300.2,300.1,-0.1,16.0378,7.7855,8.4212,0,NEUTRAL,NEUTRAL,NEUTRAL
359,1653711155,1653711455,1653711755,3730,300.1,300.3,0.2,15.9408,7.8043,8.3043,1,NEUTRAL,NEUTRAL,NEUTRAL
360,1653711461,1653711761,1653712061,3731,300.3,302.1,1.8,15.0751,7.6169,7.6169,1,NEUTRAL,NEUTRAL,NEUTRAL
361,1653711767,1653712067,1653712367,3732,302.1,301.9,-0.2,15.1125,7.6358,7.6358,0,STRONG BUY,STRONG BUY,BUY
362,1653712073,1653712373,1653712673,3733,301.9,301.9,0.0,0.0,7.6023,7.6023,0,BUY,STRONG BUY,NEUTRAL
363,1653712379,1653712679,1653712979,3734,301.9,301.9,0.0,0.0,7.6993,7.6993,0,BUY,STRONG BUY,SELL
364,1653712685,1653712985,1653713285,3735,301.9,301.6,-0.3,15.3549,7.7583,7.7583,0,BUY,STRONG BUY,NEUTRAL
365,1653712991,1653713291,1653713591,3736,301.6,302.0,0.4,15.3216,7.6155,7.8674,1,BUY,STRONG BUY,NEUTRAL
366,1653713297,1653713597,1653713897,3737,302.0,302.5,0.5,15.4716,7.8172,7.8172,1,BUY,STRONG BUY,BUY
367,1653713602,1653713902,1653714202,3738,302.5,301.8,-0.7,15.7428,7.671,8.2375,0,BUY,STRONG BUY,SELL
368,1653713910,1653714210,1653714510,3739,301.8,301.7,-0.1,15.0234,7.5908,7.5908,0,BUY,BUY,NEUTRAL
369,1653714215,1653714515,1653714815,3740,301.7,301.8,0.1,16.1951,7.796,8.5696,1,BUY,BUY,BUY
370,1653714519,1653714819,1653715119,3741,301.8,301.6,-0.2,15.4931,7.8281,7.8281,0,BUY,STRONG BUY,NEUTRAL
371,1653714825,1653715125,1653715425,3742,301.6,301.4,-0.2,15.2921,7.7265,7.7265,0,NEUTRAL,BUY,NEUTRAL
372,1653715131,1653715431,1653715731,3743,301.4,301.7,0.3,15.433,7.7977,7.7977,1,NEUTRAL,BUY,NEUTRAL
373,1653715437,1653715737,1653716037,3744,301.7,301.3,-0.4,15.3446,7.7531,7.7531,0,BUY,STRONG BUY,NEUTRAL
374,1653715743,1653716043,1653716343,3745,301.3,303.3,2.0,15.3909,7.7764,7.7764,1,NEUTRAL,NEUTRAL,NEUTRAL
375,1653716049,1653716349,1653716649,3746,303.3,303.4,0.1,15.3021,7.715,7.7482,1,STRONG BUY,STRONG BUY,BUY
376,1653716355,1653716655,1653716955,3747,303.4,302.6,-0.8,14.9295,7.5433,7.5433,0,BUY,STRONG BUY,NEUTRAL
377,1653716662,1653716962,1653717262,3748,302.6,302.6,0.0,0.0,7.5901,7.5901,0,BUY,STRONG BUY,NEUTRAL
378,1653716968,1653717268,1653717568,3749,302.6,302.7,0.1,15.2624,7.7115,7.7115,1,BUY,STRONG BUY,BUY
379,1653717274,1653717574,1653717874,3750,302.7,302.3,-0.4,16.011,8.4435,7.736,0,BUY,STRONG BUY,NEUTRAL
380,1653717580,1653717880,1653718180,3751,302.3,302.0,-0.3,15.8563,8.4879,7.5354,0,BUY,BUY,SELL
381,1653717886,1653718186,1653718486,3752,302.0,302.1,0.1,16.3629,8.9063,7.6289,1,BUY,BUY,NEUTRAL
382,1653718192,1653718492,1653718792,3753,302.1,301.7,-0.4,15.3163,7.5842,7.8934,0,BUY,STRONG BUY,NEUTRAL
383,1653718498,1653718798,1653719098,3754,301.7,302.2,0.5,17.0283,9.3101,7.8975,1,SELL,SELL,SELL
384,1653718804,1653719104,1653719404,3755,302.2,302.0,-0.2,15.8492,7.8082,8.2078,0,BUY,BUY,NEUTRAL
385,1653719110,1653719410,1653719710,3756,302.0,302.3,0.3,15.3456,7.962,7.5451,1,BUY,BUY,NEUTRAL
386,1653719416,1653719716,1653720016,3757,302.3,303.0,0.7,15.7815,8.1931,7.7545,1,BUY,STRONG BUY,NEUTRAL
387,1653719722,1653720022,1653720322,3758,303.0,303.3,0.3,12.7121,7.025,5.8209,1,STRONG BUY,STRONG BUY,NEUTRAL
388,1653720028,1653720328,1653720628,3759,303.3,303.0,-0.3,11.8401,5.7104,6.2544,0,BUY,STRONG BUY,NEUTRAL
389,1653720334,1653720634,1653720934,3760,303.0,302.6,-0.4,12.4411,6.3093,6.2628,0,BUY,STRONG BUY,BUY
390,1653720640,1653720940,1653721240,3761,302.6,302.9,0.3,12.144,6.4294,5.8423,1,BUY,STRONG BUY,NEUTRAL
391,1653720945,1653721245,1653721545,3762,302.9,303.1,0.2,12.7721,5.8198,7.0868,1,BUY,STRONG BUY,NEUTRAL
392,1653721254,1653721554,1653721854,3763,303.1,302.7,-0.4,12.1118,5.6693,6.57,0,STRONG BUY,STRONG BUY,BUY
393,1653721561,1653721861,1653722161,3764,302.7,302.0,-0.7,11.2884,5.7036,5.7036,0,BUY,BUY,SELL
394,1653721870,1653722170,1653722470,3765,302.0,301.7,-0.3,12.6478,6.7049,6.0761,0,SELL,SELL,SELL
395,1653722176,1653722476,1653722776,3766,301.7,302.0,0.3,11.4113,5.7657,5.7657,1,SELL,SELL,NEUTRAL
396,1653722482,1653722782,1653723082,3767,302.0,301.6,-0.4,12.8364,6.9538,6.0178,0,NEUTRAL,NEUTRAL,SELL
397,1653722788,1653723088,1653723388,3768,301.6,301.4,-0.2,12.266,6.7383,5.6568,0,SELL,STRONG SELL,NEUTRAL
398,1653723094,1653723394,1653723694,3769,301.4,301.4,0.0,0.0,6.5665,5.8157,0,SELL,STRONG SELL,BUY
399,1653723398,1653723698,1653723998,3770,301.4,301.4,0.0,0.0,10.0281,5.9792,0,SELL,STRONG SELL,NEUTRAL
400,1653723704,1653724004,1653724304,3771,301.4,302.2,0.8,11.3956,5.7653,5.7503,1,SELL,STRONG SELL,BUY
401,1653724010,1653724310,1653724610,3772,302.2,302.1,-0.1,14.0611,5.7802,8.4289,0,BUY,STRONG BUY,NEUTRAL
402,1653724316,1653724616,1653724916,3773,302.1,302.1,0.0,0.0,5.7526,6.1567,0,BUY,STRONG BUY,NEUTRAL
403,1653724622,1653724922,1653725222,3774,302.1,302.6,0.5,14.6936,9.1425,5.7058,1,BUY,STRONG BUY,NEUTRAL
404,1653724928,1653725228,1653725528,3775,302.6,303.0,0.4,11.3207,5.7199,5.7199,1,BUY,STRONG BUY,BUY
405,1653725234,1653725534,1653725834,3776,303.0,302.6,-0.4,15.2588,5.6906,9.7289,0,STRONG BUY,STRONG BUY,BUY
406,1653725541,1653725841,1653726141,3777,302.6,301.8,-0.8,11.5384,5.7424,5.9175,0,BUY,STRONG BUY,NEUTRAL
407,1653725848,1653726148,1653726448,3778,301.8,301.0,-0.8,13.5426,5.7458,7.9393,0,SELL,SELL,NEUTRAL
