,start time,lock time,close time,epoch,Locked price,Close price,Change,Total BNB,Up BNB,Down BNB,Win/Lose,Summary,Moving Average,Oscillator
408,1653726154,1653726454,1653726754,3779,301.0,300.2,-0.8,12.8909,7.3653,5.6613,0,STRONG SELL,STRONG SELL,SELL
409,1653726460,1653726760,1653727060,3780,300.2,300.6,0.4,13.345,7.6645,5.821,1,STRONG SELL,STRONG SELL,SELL
410,1653726766,1653727066,1653727366,3781,300.6,301.4,0.8,11.7054,5.7728,6.0558,1,SELL,STRONG SELL,NEUTRAL
411,1653727074,1653727374,1653727674,3782,301.4,301.3,-0.1,11.8688,5.8469,6.1469,0,SELL,STRONG SELL,SELL
412,1653727380,1653727680,1653727980,3783,301.3,301.0,-0.3,11.2311,5.6747,5.6747,0,SELL,STRONG SELL,SELL
413,1653727687,1653727987,1653728287,3784,301.0,301.1,0.1,11.3269,5.7231,5.7231,1,STRONG SELL,STRONG SELL,SELL
414,1653727993,1653728293,1653728593,3785,301.1,300.2,-0.9,11.7678,5.7958,6.0958,0,STRONG SELL,STRONG SELL,SELL
415,1653728296,1653728596,1653728896,3786,300.2,300.2,0.0,0.0,5.7121,6.437,0,STRONG SELL,STRONG SELL,SELL
416,1653728602,1653728902,1653729202,3787,300.2,301.2,1.0,11.6309,5.8983,5.855,1,SELL,STRONG SELL,NEUTRAL
417,1653728910,1653729210,1653729510,3788,301.2,301.5,0.3,11.2586,5.6885,5.6885,1,SELL,STRONG SELL,NEUTRAL
418,1653729216,1653729516,1653729816,3789,301.5,301.6,0.1,12.4764,5.7789,6.8289,1,BUY,BUY,NEUTRAL
419,1653729522,1653729822,1653730122,3790,301.6,301.3,-0.3,11.2104,5.6642,5.6642,0,BUY,STRONG BUY,BUY
420,1653729828,1653730128,1653730428,3791,301.3,300.6,-0.7,14.1039,5.8524,8.4,0,SELL,SELL,NEUTRAL
421,1653730134,1653730434,1653730734,3792,300.6,301.0,0.4,11.4586,5.7896,5.7896,1,STRONG SELL,STRONG SELL,NEUTRAL
422,1653730438,1653730738,1653731038,3793,301.0,300.5,-0.5,13.6481,8.0215,5.7702,0,SELL,STRONG SELL,BUY
423,1653730743,1653731043,1653731343,3794,300.5,301.1,0.6,11.5311,5.8262,5.8262,1,STRONG SELL,STRONG SELL,NEUTRAL
424,1653731050,1653731350,1653731650,3795,301.1,300.9,-0.2,11.462,5.6697,5.913,0,SELL,STRONG SELL,NEUTRAL
425,1653731356,1653731656,1653731956,3796,300.9,300.5,-0.4,11.6202,5.8713,5.8713,0,SELL,STRONG SELL,NEUTRAL
426,1653731662,1653731962,1653732262,3797,300.5,299.9,-0.6,11.6233,5.8728,5.8728,0,SELL,STRONG SELL,NEUTRAL
427,1653731968,1653732268,1653732568,3798,299.9,299.7,-0.2,13.8625,8.2293,5.7791,0,STRONG SELL,STRONG SELL,SELL
428,1653732274,1653732574,1653732874,3799,299.7,299.9,0.2,11.5653,5.8435,5.8435,1,STRONG SELL,STRONG SELL,NEUTRAL
429,1653732580,1653732880,1653733180,3800,299.9,300.1,0.2,11.2487,5.6843,5.6829,1,SELL,STRONG SELL,NEUTRAL
430,1653732886,1653733186,1653733486,3801,300.1,301.4,1.3,11.823,6.2087,5.7387,1,SELL,STRONG SELL,BUY
431,1653733192,1653733492,1653733792,3802,301.4,301.8,0.4,11.9473,5.7522,6.3208,1,BUY,STRONG BUY,BUY
432,1653733501,1653733801,1653734101,3803,301.8,301.3,-0.5,13.8092,8.1597,5.7949,0,STRONG BUY,STRONG BUY,BUY
433,1653733807,1653734107,1653734407,3804,301.3,300.4,-0.9,11.383,5.7514,5.7514,0,NEUTRAL,NEUTRAL,NEUTRAL
434,1653734113,1653734413,1653734713,3805,300.4,300.8,0.4,11.1743,5.646,5.646,1,SELL,SELL,NEUTRAL
435,1653734419,1653734719,1653735019,3806,300.8,301.1,0.3,11.3947,5.8043,5.7103,1,SELL,STRONG SELL,BUY
436,1653734725,1653735025,1653735325,3807,301.1,301.7,0.6,11.439,5.7797,5.7797,1,NEUTRAL,NEUTRAL,NEUTRAL
437,1653735031,1653735331,1653735631,3808,301.7,301.3,-0.4,13.21,7.5686,5.7805,0,STRONG BUY,STRONG BUY,BUY
438,1653735337,1653735637,1653735937,3809,301.3,301.2,-0.1,11.4737,5.7972,5.7972,0,BUY,STRONG BUY,NEUTRAL
439,1653735643,1653735943,1653736243,3810,301.2,302.5,1.3,11.2484,5.6834,5.6834,1,NEUTRAL,NEUTRAL,NEUTRAL
440,1653735949,1653736249,1653736549,3811,302.5,302.4,-0.1,11.4717,5.7912,5.8012,0,BUY,STRONG BUY,NEUTRAL
441,1653736255,1653736555,1653736855,3812,302.4,302.4,0.0,0.0,5.7794,5.7794,0,BUY,STRONG BUY,SELL
442,1653736561,1653736861,1653737161,3813,302.4,303.1,0.7,11.5545,5.705,5.9711,1,BUY,STRONG BUY,NEUTRAL
443,1653736867,1653737167,1653737467,3814,303.1,302.5,-0.6,11.3865,5.7509,5.7555,0,BUY,STRONG BUY,SELL
444,1653737173,1653737473,1653737773,3815,302.5,302.0,-0.5,11.3406,5.73,5.73,0,BUY,STRONG BUY,NEUTRAL
445,1653737478,1653737778,1653738078,3816,302.0,302.2,0.2,11.5851,5.9035,5.8035,1,BUY,STRONG BUY,NEUTRAL
446,1653737784,1653738084,1653738384,3817,302.2,302.3,0.1,11.251,5.6847,5.6847,1,BUY,STRONG BUY,NEUTRAL
447,1653738090,1653738390,1653738690,3818,302.3,301.8,-0.5,11.2277,5.6729,5.6729,0,BUY,STRONG BUY,BUY
448,1653738396,1653738696,1653738996,3819,301.8,301.7,-0.1,11.595,5.8585,5.8585,0,BUY,STRONG BUY,NEUTRAL
449,1653738702,1653739002,1653739302,3820,301.7,302.7,1.0,11.4442,5.7824,5.7824,1,NEUTRAL,BUY,NEUTRAL
450,1653739008,1653739308,1653739608,3821,302.7,302.8,0.1,11.565,5.8384,5.8484,1,STRONG BUY,STRONG BUY,BUY
451,1653739314,1653739614,1653739914,3822,302.8,302.2,-0.6,11.714,5.8488,5.9885,0,STRONG BUY,STRONG BUY,BUY
452,1653739621,1653739921,1653740221,3823,302.2,301.8,-0.4,11.3681,5.7371,5.7507,0,BUY,STRONG BUY,NEUTRAL
453,1653739927,1653740227,1653740527,3824,301.8,302.8,1.0,11.624,5.9232,5.8232,1,BUY,BUY,NEUTRAL
454,1653740233,1653740533,1653740833,3825,302.8,303.2,0.4,11.3609,5.7196,5.761,1,STRONG BUY,STRONG BUY,BUY
455,1653740539,1653740839,1653741139,3826,303.2,302.8,-0.4,11.8173,6.0708,5.8708,0,BUY,STRONG BUY,NEUTRAL
456,1653740845,1653741145,1653741445,3827,302.8,303.3,0.5,11.3925,5.7562,5.7562,1,STRONG BUY,STRONG BUY,NEUTRAL
457,1653741151,1653741451,1653741751,3828,303.3,303.5,0.2,11.4138,5.762,5.772,1,BUY,STRONG BUY,BUY
458,1653741457,1653741757,1653742057,3829,303.5,302.9,-0.6,11.6893,5.7612,6.0512,0,BUY,STRONG BUY,NEUTRAL
459,1653741763,1653742063,1653742363,3830,302.9,304.0,1.1,11.4319,5.7711,5.7811,1,BUY,STRONG BUY,NEUTRAL
460,1653742069,1653742369,1653742669,3831,304.0,304.5,0.5,13.8917,5.8078,8.2301,1,BUY,STRONG BUY,NEUTRAL
461,1653742375,1653742675,1653742975,3832,304.5,303.8,-0.7,11.6345,5.7785,5.9785,0,BUY,STRONG BUY,SELL
462,1653742681,1653742981,1653743281,3833,303.8,304.1,0.3,11.6345,5.9785,5.7785,1,BUY,STRONG BUY,NEUTRAL
463,1653742987,1653743287,1653743587,3834,304.1,304.8,0.7,11.3862,5.8605,5.6455,1,BUY,STRONG BUY,NEUTRAL
464,1653743293,1653743593,1653743893,3835,304.8,306.8,2.0,11.4964,5.6654,5.952,1,BUY,STRONG BUY,NEUTRAL
465,1653743599,1653743899,1653744199,3836,306.8,305.8,-1.0,13.5829,5.8215,7.9044,0,STRONG BUY,STRONG BUY,BUY
466,1653743905,1653744205,1653744505,3837,305.8,304.7,-1.1,11.5257,5.8235,5.8235,0,BUY,STRONG BUY,SELL
467,1653744211,1653744511,1653744811,3838,304.7,304.2,-0.5,11.3154,5.7172,5.7172,0,BUY,STRONG BUY,NEUTRAL
468,1653744517,1653744817,1653745117,3839,304.2,305.0,0.8,11.4188,5.8545,5.6845,1,BUY,STRONG BUY,NEUTRAL
469,1653744826,1653745126,1653745426,3840,305.0,305.2,0.2,11.4791,5.8,5.8,1,BUY,STRONG BUY,NEUTRAL
470,1653745129,1653745429,1653745729,3841,305.2,304.8,-0.4,11.4972,5.8091,5.8091,0,BUY,STRONG BUY,NEUTRAL
471,1653745435,1653745735,1653746035,3842,304.8,304.5,-0.3,11.2719,5.6953,5.6953,0,BUY,STRONG BUY,NEUTRAL
472,1653745741,1653746041,1653746341,3843,304.5,305.1,0.6,11.4009,5.7604,5.7604,1,BUY,STRONG BUY,SELL
473,1653746047,1653746347,1653746647,3844,305.1,306.3,1.2,11.4952,5.8081,5.8081,1,BUY,STRONG BUY,NEUTRAL
474,1653746353,1653746653,1653746953,3845,306.3,305.6,-0.7,11.7625,5.8432,6.0432,0,STRONG BUY,STRONG BUY,NEUTRAL
475,1653746663,1653746963,1653747263,3846,305.6,305.1,-0.5,11.1771,5.6474,5.6474,0,BUY,STRONG BUY,NEUTRAL
476,1653746968,1653747268,1653747568,3847,305.1,305.2,0.1,11.4523,5.7914,5.7814,1,BUY,BUY,NEUTRAL
477,1653747274,1653747574,1653747874,3848,305.2,305.3,0.1,11.538,5.8372,5.8222,1,BUY,BUY,NEUTRAL
478,1653747580,1653747880,1653748180,3849,305.3,305.1,-0.2,11.2714,5.695,5.695,0,BUY,STRONG BUY,NEUTRAL
479,1653747886,1653748186,1653748486,3850,305.1,305.8,0.7,11.6817,5.9523,5.8523,1,BUY,STRONG BUY,SELL
480,1653748192,1653748492,1653748792,3851,305.8,305.4,-0.4,11.3559,5.7377,5.7377,0,STRONG BUY,STRONG BUY,NEUTRAL
481,1653748498,1653748798,1653749098,3852,305.4,305.6,0.2,11.1917,5.6547,5.6547,1,BUY,STRONG BUY,SELL
482,1653748804,1653749104,1653749404,3853,305.6,305.1,-0.5,11.5807,5.8513,5.8513,0,STRONG BUY,STRONG BUY,NEUTRAL
483,1653749110,1653749410,1653749710,3854,305.1,305.0,-0.1,11.3409,5.7797,5.6807,0,NEUTRAL,NEUTRAL,SELL
484,1653749416,1653749716,1653750016,3855,305.0,305.2,0.2,11.4175,5.6739,5.8639,1,BUY,BUY,NEUTRAL
485,1653749722,1653750022,1653750322,3856,305.2,305.7,0.5,11.4491,5.7963,5.7733,1,BUY,BUY,NEUTRAL
