,start time,lock time,close time,epoch,Locked price,Close price,Change,Total BNB,Up BNB,Down BNB,Win/Lose
271,1651354059,1651354359,1651354659,3602,38320.64,38316.92,-3.72,20.9435,10.4667,10.4767,0
272,1651354365,1651354665,1651354965,3603,38316.92,38326.99,10.07,20.802,10.401,10.401,1
273,1651354671,1651354971,1651355271,3604,38326.99,38340.09,13.1,21.0394,10.695,10.3444,1
274,1651354977,1651355277,1651355577,3605,38340.09,38305.65,-34.44,21.5034,10.6917,10.8117,0
275,1651355283,1651355583,1651355883,3606,38305.65,38312.42,6.77,21.5578,11.0416,10.5161,1
276,1651355589,1651355889,1651356189,3607,38312.42,38268.28,-44.14,21.019,10.4595,10.5595,0
277,1651355895,1651356195,1651356495,3608,38268.28,38203.95,-64.33,21.6017,10.7004,10.9014,0
278,1651356201,1651356501,1651356801,3609,38203.95,38229.05,25.1,21.8295,11.1291,10.7004,1
279,1651356507,1651356807,1651357107,3610,38229.05,38240.38,11.33,22.0301,11.2621,10.768,1
280,1651356813,1651357113,1651357413,3611,38240.38,38211.1,-29.28,21.0755,10.6386,10.4369,0
281,1651357119,1651357419,1651357719,3612,38211.1,38288.9,77.8,21.76,11.2617,10.4984,1
282,1651357425,1651357725,1651358025,3613,38288.9,38332.91,44.01,21.6235,10.7253,10.8982,1
283,1651357731,1651358031,1651358331,3614,38332.91,38338.77,5.86,21.7608,10.5814,11.1794,1
284,1651358037,1651358337,1651358637,3615,38338.77,38362.17,23.4,21.8037,10.969,10.8348,1
285,1651358343,1651358643,1651358943,3616,38362.17,38346.5,-15.67,20.9112,10.4556,10.4556,0
286,1651358649,1651358949,1651359249,3617,38346.5,38336.7,-9.8,21.3105,10.6552,10.6552,0
287,1651358955,1651359255,1651359555,3618,38336.7,38247.79,-88.91,21.2931,10.8418,10.4513,0
